1	443	2847473	0923	
1	355	2847472	0924	
1	244	2586024	1007	
1	244	2586037	1021	
1	481	2585999	1027	
1	75	2586005	1201	
1	481	2586039	1201	
1	121	2585990	1201	
1	132	2586013	1211	
1	121	2586027	1219	
1	294	2586051	1223	
1	121	2586030	1226	
1	348	2586069	1227	
1	402	2586069	1227	
1	386	2586015	1227	
1	315	2586015	1228	
1	199	2586000	1229	
1	82	2586030	1230	
1	199	2585991	1230	
1	199	2586023	0102	
1	348	2586049	0102	
1	348	2586050	0103	
1	348	2586051	0104	
1	314	2586069	0104	
1	315	2586051	0105	
1	178	2586050	0105	
1	5	2586049	0105	
1	348	2586049	0105	
1	178	2586050	0105	
1	250	2586050	0107	
1	402	2586051	0107	
1	402	2585991	0108	
1	132	2585993	0108	
1	178	2586051	0110	
1	46	2585990	0112	
1	69	2586049	0112	
1	132	2586027	0112	
1	438	2586001	0113	
1	132	2586013	0113	
1	46	2586022	0114	
1	178	2586019	0114	
1	69	2586049	0115	
1	438	2586006	0116	
1	178	2586068	0116	
1	199	2586062	0116	
1	199	2586062	0117	
3	314	2586049	1018	
3	149	2585998	0901	
3	89	2586028	0903	
3	149	2586008	0903	
3	356	2585992	0903	
3	69	2586048	0905	
3	89	2586009	0905	
3	69	2586048	0905	
3	254	2586012	0906	
3	509	2586046	0906	
3	69	2586014	0910	
3	356	2586009	0910	
3	149	2586015	0912	
3	69	2586023	0912	
3	437	2585993	0914	
3	306	2585985	0914	
3	69	2586023	0914	
3	149	2586012	0914	
3	46	2585995	0915	
3	437	2586001	0915	
3	306	2586026	0915	
3	356	2586025	0915	
3	87	2586009	0917	
3	49	2586016	0917	
3	89	2586024	0920	
3	356	2586000	0920	
3	245	2585998	0921	
3	87	2586008	0921	
3	89	2585990	0922	
3	87	2586004	0922	
3	49	2586029	0922	
3	87	2586018	0924	
3	132	2586007	0924	
3	49	2586000	0924	
3	49	2586012	0925	
3	87	2586010	0926	
3	132	2586023	0926	
3	69	2586033	0927	
3	356	2586036	0927	
3	150	2586038	0928	
3	69	2586018	0928	
3	49	2585994	0929	
3	242	2586027	1005	
3	314	2586048	1005	
3	314	2586048	1006	
3	314	2586049	1007	
3	314	2586047	1007	
3	87	2586017	1008	
3	49	2586025	1008	
3	3	2586049	1008	
3	149	2586012	1009	
3	87	2586015	1009	
3	49	2585988	1009	
3	87	2586043	1010	
3	49	2586007	1010	
3	87	2586017	1011	
3	49	2586021	1011	
3	49	2586043	1012	
3	481	2586040	1013	
3	87	2586043	1013	
3	528	2586026	1013	
3	87	2586043	1014	
3	49	2586016	1014	
3	87	2586043	1015	
3	49	2585990	1015	
3	149	2586028	1016	
3	528	2586030	1016	
3	87	2586030	1016	
3	49	2586029	1016	
3	314	2586048	1017	
3	49	2586021	1018	
3	49	2586022	1019	
3	87	2585988	1019	
3	49	2586005	1020	
3	87	2586049	1020	
3	87	2586035	1021	
3	528	2586011	1022	
3	149	2586015	1022	
3	87	2586024	1022	
3	49	2586026	1022	
3	528	2585987	1023	
3	49	2586043	1023	
3	87	2586015	1023	
3	528	2586006	1024	
3	87	2586005	1024	
3	49	2586035	1024	
3	87	2586027	1025	
3	528	2586036	1025	
3	49	2586024	1026	
3	281	2586014	1026	
3	87	2586010	1026	
3	250	2586046	1027	
3	528	2586031	1027	
3	87	2585999	1028	
3	49	2585997	1028	
3	49	2585999	1029	
